asin,rating,title,text,verified_purchase
B07CCGBB7M,5.0,,i needed an outlet extender with usb ports and decided to try this one its really easy to install if i can do it anyone can comes with a stabilizer screw that i highly recommend you install so that you can easily unplug stuff without pulling the extender out it also has a soft light frame around the front side comes on when dark very handy for under then cupboards where it can be dark the only down side is how far it sticks out from the wall a good 2 12 or more just eyeballing it so if youve got room for that this is a great option,True
B07GWJH7RS,5.0,,i have a really pretty alligator bag i use when i travel hoping to get to do that again soon and i wanted a sleeve to slip my laptop and table in this pink bag is pretty and functional it is padded and velvet inside there is an outside side zipper pouch the top is also a zipper closure for the main opening its lightweight and is made of a canvas like material that seems easy to wipe off i never hesitate to update my reviews should new info seem useful and i will in this case i begin to use it more she says hopefully,True
B075Y6Y9H5,5.0,,this a useful canvas laptop bag has a suitcase stripe on the back to slide the bag on the handle of your suitcase game changer trust me and a shoulder straphandle fits my 14 wide laptop perfectly with plenty of room for the cord mouse pad and my tablet too i am very happy with it its a plain black sometimes i get out my silver and gold sharpie pens and stencils designs on the them to make them more personal havent done that yet but the bag is canvas and would be perfect for the stenciling,True
B009UNGYHG,5.0,,my husband loves his plantronic ear piece i think he is one his 3rd or 4th one and needed a charger case he reports this works exactly as he hoped it would easy and fast,True
B009UNGYIU,5.0,,my husband loves his plantronic head set i think this is set 3 and he needed a new charger cord thus this purchase he reports it works exactly as it should,True
B076FPGWNZ,5.0,,my husband needed this for a special charger and reports it works exactly as it should,True
B00FS6YU6G,5.0,,i purchased this for my husband and i to use on my cell or other device while we zoom or other with our grandsons works as you would hope without issue you get only the splitter not the headsets so if you dont have the headphones youll want to get those,True
B07TXNTGVS,5.0,,this is a hardcase for your hot spot it is exactly as portrayed zipper closure with wrist strap,True
B078NQBSJR,5.0,,these are black 12 zip ties they work just exactly as you expect my husband uses zip ties on various projects handy and useful they came in plastic bags we ordered 2 sets do wish they would have come in a canister for storage,True
B083G8QM5V,5.0,,in this age of zoom calls and video meetings i found my laptop microphone was a bit less successful than i was hoping so i purchased this microphone it appears to have solved the issues i was having with breaking out volume of laptop microphone super easy plug into usb port and youre set power on and off no actually mute button and i havent tried it but i supposed you could turn it off and see if anyone can hear you comes with a foam muffler and a couple spares of those additionally a nice drawstring closure bag to keep it all in for the money its a great option having said all that i never hesitate to update my reviews should new info seem useful,True
B01AUQ33K2,4.0,,i was really hoping to love love this and i do like itpros like having a third armhand holds in place you choose black or white color options i purchased black for husband and white for me table clamp is easy to attach if you have a perfectly flat table top and bottom up to 2 thick or so using twisting tube attached to the base note there is a con to this as well the coil is very very difficult to manipulate but it once you get it there it stays exactly where you place itcons the clamp is really really stiff and difficult to stretch enough to hold your phone or device if you have any strength issues this might not be the best choice also they edges will pinch you if you accidentally get your fingers in the way of the spring loaded clips the table clamp only works with tables that are flat on top and bottom the place i wanted to clamp on has a groove underneath and my husband had to make a wooden block of sorts for the table clamp to workoverall i like the stand but the engineering that is required to make a strong stable holder also makes it difficult to use just sayin,True
B08BTG7G5X,5.0,,i am really into stretchy bands and this one is really cool i really like that the band is thin and easy to pull on it rests easily on my wrist and is not too tight at all i do have an average sized wrist about 7 i am going to go back and order the plan black one too arrived quickly i have prime along with some other items i had ordered and in great condition,True
B081ZR7VFN,5.0,,i purchased these because i needed a short power strip that included some usb ports and that didnt look too awful on my bathroom counter this works the cord is a sort of braided silvergray goes great on my whitegray marble counter in my bathroom the base is basically white the plug itself is white so the photos provided are accurate its not huge but just makes it a little easier to have more than one thing plugged in i am pretty happy with them at this point however i never hesitate to update my reviews should new info seem useful,True
B08BW4JTCG,1.0,,i am going to provide a list of pros and cons but to summarize i am really disappointed the most disappointing thing a huge black box that you must use they say it can be flush mounted to the wall but not without a giant black brick below it there are multiple photos in the ads of the tv in use but not a single one that shows that ugly black box here are my thoughtspro and they are weak a fairly good picture mediocre sound the art option which is also on the con so it kinda wipes this one out you chose a piece and it will stay on for up to 4 hours there is a setting to adjust 1 2 3 or 4 hours the best pro the white frame was easily installed it has magnets but the little plastic pieces to secure the outer plastic to the frame are super hard to secure good luck i have provided a large number of photos to show all that i am outlining its a smart tv which means you can hook up to your wifi and watch your netflix prime hulu disney but i will say i had to login my samsung acct in order to load my amazon prime really just more ways for samsung to follow you you have to agree to them trackingtracing you grrrr i should move this to the con list another procon that wipe each other outcons first and foremost that ugly black box approximately 9x4x1 12 you cannot use the tv without it the power cord plugs into it if you planned on flush mounting which is included with the tv the most complicated and awful install imaginable you will have an ugly black box under the tv we had to purchase an adjustable frame to mount to the wall in order to hide the black box behind it and a white power cord so that the showing cord is at least white i may hire an electrician to put a plug in behind it but at this point you have to wonder how much more i will spend to make this work as the photos all show grrrr the remote good luck getting the back open to put the batteries in it doesnt just slide open as the only direction on this is printed on the remote and arrow pointing to the end of the remote if you find yourself with one of these tvs heres a hint get a dime gently work into the top where the red plastic the infrared tip and the white body of the remote wiggle it ever so gently back and forth we eventually got it open sheesh we attached the ugly black box to the back of the tv which means we had to install the pull away mount to have room to do that so no flush mount which i was really looking forward to the art very pretty you get to see one you must sign up with a credit card for a 31 day free trial to see any others it also will not allow you add your own photos unless you sign up it costs 499 a month after the trial there are a lot of art options but is it worth 499 i am on the fence because it doesnt look as i was lead to believe it would look like a flush mounted frame overall i am hugely disappointed the ads are very very misleading you will find in the official description the mention of a mini box which the black box clearly is not mini in anywayalso you should know that if you purchase an adjustable wall mounting kit you will likely need to alter it to fit we had to rig with two mounting sets to make it work the arms were not long enough we also tried a larger kit but it showed beyond the edges of the frame even though the mounting kit was meant for a 32 tv ehfor those that are curious this tv is manufactured in mexicoi would recommend looking for something else unless youre cool with the ugly black box a monthly fee for art and a lot of cord dangle we did make the choice to keep it for now the thought of trying to repack it was overwhelming and in all honesty we had no idea how much we were going to have to go through to make this work if we could have seen into the future we would have taken the 3 hours to repack and return it live and learn i really hope our experience can help others avoid our mistake,True
B00068YUN4,5.0,,i purchased this along with a weather station which was good because the weather station did not come with any type of post this one is adjustable you will need a wrench it helps to have 2 people when installing and adjusting the post itself is weighty in my opinion feels like it will last for a few seasons on the north oregon coast front it is painted i believe a gray color its not shiny but not matte either time will tell how long it lasts and having said that i never hesitate to update my reviews should new info seem useful,True
B005H3Q59U,5.0,,husband needed this for work and reports it works just as it should i never hesitate to update my reviews should new info seem useful,True
B07L963STD,5.0,,husband runs through these like candy breaks them loses them etc so i am hoping this one lasts a bit longer than the others time will tell he reports it works just as it should,True
B086DKMSSM,5.0,,we purchased these to put inside which we normally wouldnt do but we are selling remotely wish they would develop these in a white color not just the inside version but we are firm blink supporters we have 2 full systems and as long as you have wifi connection they work well no monthly fees i will say keep in mind each of your systems is limited to 10 cameras total,True
B079RC9338,5.0,,i purchased these because i wanted a wired set that would fit into a small bagbox to put in my purse this works perfectly comes with many different types and sizes of foam ear piece covers i found the perfect fit for me while i was testing it on my samsung s10 my neighbor called perfect timing it announced the call with her name in my phone log obviously and i pressed the button on the wire to take the call it worked perfectly the sound was clear and solid i asked if she noticed anything with the sound on her end she said no i usually talk to her on my speaker option now i dont intend to use this set for making calls i wanted them to use for privacy and consideration of those around me while playing games or viewing videos etc comes with a very nice small holder perfect for your purse having said all of that i never hesitate to update my reviews should new info seem useful,True
B087G45PDT,5.0,,initially i purchased the solid black it pilled and was really awful my mom wanted to try so i ordered her the black flower print she wanted and it was much better so i bought one myself if you have a very small wrist youll like the small size if you have a normal size wrist youll prefer your circulation in the large size i do like to pull it on and off easily no clasps,True
B07YYJW2PG,5.0,,just as expected and shown aluminum signs they are what i would consider medium weight 4 in a pack,True
B087J8VVVF,5.0,,purchased these for my mom as she likes to switch the color of bands to match what shes wearing she loves them she wears a stretch band for every day use these are just for a fun change they are a rubbery feeling material with pierced holes for more comfortable wear the clasp is a base metal of some sort i think i believe they will last longer than mom will need them several different colors arrived quickly i have prime and in good condition with other items i had ordered,True
B07PPRX94L,4.0,,you get a table top stand and a table top light thats great but its kinda cheapy feeling plastic and the phone grip is very hard to useclip you have to man handle the stretch and while doing that manage to get your phone in eh also the feet of the stand are wonky dont adjust but do close up for storage really easily there is a switch wired into the light you can change the brightness about 4 different levels and the warm or whiteness again about 4 choices it is working right now but i am going to look as some other options,True
B07XNFH159,5.0,,these are 3 pieces and appear to be super tough time will tell and i never hesitate to update my reviews should new info seem useful i purchased 2 the redblack and navygreen for my two grandsons their mom was very impressed was a bit of trick to get them on but once on they seem like they will definitely protect the expensive tablets they do have kickstands in the back,True
B01M7OSFND,5.0,,i purchased these to discourage the swallows from nesting in my carport so not the proper use it didnt work but it was a try now having said that they are exactly as advertised,True
B00NH12EHQ,5.0,,got an old school ipod and needed a charger this works just as it should,True
B079QHML21,5.0,,i have a whole handful of fire sticks but who knew that this fire stick could help you get disney on your older than 3 year old samsung tv also a bonus you can watch your paid hbo amazon subscription on your tv through your new fire stick too well worth the investment 100 less frustration thank you amazon fire stick,True
B07545HGR5,5.0,,these are exactly what i wanted extra long and tough they work just as i had hoped and i would purchase again,True
B07WFW5LQ3,5.0,,to be honest i purchased these because they are gold colored cords that matched my phone and car they work great,True
B00N1XCA9M,1.0,,update below i bought this to replace one that was 6 years old the sensor bar quit transmitting they dont last forever and we live on the oceanfront which takes a toll this one is a newer fancier version no more transmitter bar its integrated into the main outdoor unit there is a strip at the bottom of the indoor reader unit that is constantly streaming facts of your weather lowest temp with date highest temp with date rain totals etc its just streams at the bottom of the unit you can control how fast or slow it streams the only thing that i dont like is that the barometer portion is small and small to read numbers my old one had an easy to read bar graph i kinda miss that part but honestly this is a nice unit so far so good however i never hesitate to update my reviews should new info seem useful1172020 this unit is only 9 months old and just quit very disappointed to say the least it started registering 50 below zero at about 45 degrees change all batteries cleaned all sensors no way to fix it just junk dang it,True
B07TXG9RLQ,2.0,,what a huge disappointment it does not turn off the tab when you close it but it turns out this tablet doesnt have this capability not the covers fault but the fold to open is very awkward and doesnt work all of the time it is also very heavy and cheap looking i am looking for a lighter less cheap looking one,True
B00JWX20GI,1.0,,opened it up plugged it in to my galaxy tab s2 and it didnt work trash can city would not purchase again,True
B00W02VHM6,5.0,,if you use sd chips in cameras etc this adapter is useful to plug in chip and then the adapter into your usb port,True
B0827ZXTMS,5.0,,husband purchased a couple of these for go pro cameras he has they work as they should,True
B07MMZF2BF,5.0,,we own many of these this set is for our daughter convinced a neighbor to purchase as well super easy to install and easy to set up on your smart phone no monthly fees you are the monitor they arent perfect sometimes not super real time but they work and they improve the performance regularly if you cameras overall i havent found anything better i never hesitate to update my reviews should new info seem useful,True
B07R43J6N4,5.0,,we own a whole bunch blink cameras and we have found that these mounts are the best so far makes the camera easy to adjust easy to install,True
B01MZEEFNX,4.0,,it works about 90 of the time sometimes i have to tell her to do it a couple of times most times it works i have it attached to a lit tree that doesnt have an onoff switch just a plug in so this application is perfect for that its kind of a bummer i cant schedule it or add a timer to it overall its fun and a little useful i do like that you can get her to do it with a lot less talking about it you can choose to have her just make a confirmation sound rather than a lot of discussion about everything i never hesitate to update my reviews should new info seem useful,True
B07ZCYNCS3,1.0,,arrived used missing the sd chip and thumb drive super disappointing as it was a christmas gift and now i cant get another before the time i needed also it is a really awkward to use the buttons didnt respond probably why it had been returned had to keep pushing them just junk i would not recommend purchasing this item or from these people,True
B077ZJ9HQT,5.0,,80 year old mom needed a new cover for her ipad and she chose this its very cute and functional,True
B07FTCRKB7,5.0,,purchased these to tame a few cords i placed them directly on my baseboard which would be fine but my old house has a rounded baseboard flat have worked better but even still its works i put a satellite cable and an old school land line phone line in it with room to spare the sticky back seems to hold even on the slightly rolled surface and is keeping the cords off the floor so the robo vac doesnt become entangled it takes a second or two to figure out the opening but once thats figured out its a breeze to set press and go i never hesitate to update my reviews should new info seem useful and i hope my review is helpful to you,True
B07CPSZXLK,2.0,,set of 3 carry bag sets made really well with thoughtful aspects and could work for so many different things however the smell of these bags will destroy any of those thoughts 2 stars for the possibility of use zero stars for the actual bags i am so disappointed went right into the trash the smell is like moth balls mixed with gasoline will drive you out of any room these bags are in i am sorry to say i could not recommend these bags to anyone for any reason,True
B077YD9DG6,5.0,,if i could rate this 10 stars i probably would of course time will be the true test i had some really ugly black cable cords just sitting along the floor ugly to say the least so i thought i would try these i just installed this along my base board looks like quarter round and it perfectly holds and hides the cords i have two cable lines and a very small flat land line cord in it plenty of room for another cable if necessary there are no instructions but its pretty easy there is a clear film on the outsidefront the back is a the self stick i was placing it on a painted non textured wall so its very flat and the perfect material for this use a couple of things i learned as i was placing it it worked best for me to cord up the holder before sticking to the wall important the sticky back is solid no repositioning at all you want to make sure you have shoved up against the last one you placed as tightly as possible you will still see the seam between each length but less so if you carefully firmly place each piece before removing the sticky back i placed it in position to see if i liked it and it would work good thing because once you remove the sticky back it is not coming off without the sheet rock in torn pieces just fyi i chose to position the opening part of the d tube facing up to make it easier to put another cord in or take one out personal choice the ad says it is paintable and that is what i will try next having said that i never hesitate to update my reviews should new info seem useful and i am eager to see if this will stand the test of time and use meaning cords pulled etc i see no reason why you couldnt use this going up a wall thinking of tv that has been hung on wall etc personal taste but remember the sticky tape is solid and wont be removed without tearingdamaging paint as for textured surfaces like wall texture i am thinking that as positive as this sticky tape is as long as its not too textured it should work but to be honest i have not tried it on a textured surface as with most things that use a form of sticky tape the smoother the surface the better it will stick i hope this info was helpful to you,True
B07N1HJCDV,5.0,,i am a fan of the blink camera systems especially after two really bad experiences with systems that were hard wired and cost thousands of dollars and then works half as well as the blink system but if you purchase the blink system you really need to upgrade the mounts there are several options this is the one we like because its easy to adjust and install the best of it is that is really easy to adjust i never hesitate to update my reviews should new info seem useful so far so good,True
B0749WVS7J,5.0,,i purchased this echo for my 80 year old mom she loves have access to all the music an easy timer set answers to the random question and even a chat when she needs one the sound is soooo much better than the 1st gen echos and it blends with any decor as far as how it looks if youre an amazon shopper you need an echo and these 2nd gens are greatly improved worthy of try,True
B000FS4WBU,5.0,,purchased for my 80 year old mom to play her cds on it needed to be compact for space and easy to use around 5 cubed check and check it has pretty sound for the size and mom easily runs it my sister liked it so much i had to purchase one for her too i never hesitate to update my reviews should new info seem useful time will tell if they pass the test,True
B07KCQKB68,5.0,,i purchased this for my mom because it was pretty and very easy to put on elastic stretch she wears it when shes being fancy we chose the white version it looks nice beads wise so far its worked well having said that i never hesitate to update my reviews should new info seem useful,True
B07N66VHY5,4.0,,my 80 year old mom was interested in this band for her new fitbit 3 but it turned out to be too hard to put on and take off on her own its pretty enough and it adjusts for size easily by removing pieces without any special toolsbut once we removed enough fitter pieces it was just too hard to use we moved on to stretch bands no closures and some regular style watch like bands if you are really dexterous im sure youd like this band it just didnt work for us,True
B07M6BXRML,5.0,,i purchased these to charge my grandsons multiple devices that need charging and they work well i like the braided quality of the cords they appear to be sturdy and i hope they will be long lasting i never hesitate to update my reviews should new info seem useful,True
B013TMNPBQ,5.0,,husbands kindle was crying for more space this sd was the answer he is awful about downloading everything so without this chip he was frustrated a lot it definitely works for more storage space popped it in kindle immediately qued up and said hey more storage well start using it paraphrased and hes off to the races again no more whining about storage space having said that i never hesitate to update my reviews should new info seem useful,True
B07HQ4L712,4.0,,this band is surprisingly comfort maybe because it is much narrower than the black rubber one that comes with your fitbit 3 there are plenty of holes for easy adjustment it is black leather and sparkly the sparkly doesnt rub off ive taken to wearing it most of the time the ends snap on very securely i actually purchased two of these one for me one for my mom she likes it too it will probably last longer than my fitbit 3 having said that i never hesitate to update my reviews should new info seem useful and i hope my review and pic was helpful to youupdate 972019 after wearing this band for several months i have to say that the extra long length of the band is kind of annoying its just too long i have an average wrist so its not like a have a super small wrist you could cut the extra length but that would effect the look for sure i love the sparkly black leather band i find that the extra length catches on stuff there is a second band loop but it doesnt stay put just sayin,True
B07KQYR8XY,4.0,,these are after market wrist bands for the fitbit 3 i like the perforated ones because i literally wear my band every day most days its off only to charge i feel the perforated bands allow your skin to breath a bit easier these bands are perforated but the holes are very very small i wish they were larger there are 10 bands all different colors i mainly use my black band but its nice to have a wild color just for fun once in a while they feel like and look like a rubber or siliconeor like material its important to clean them regularly i use an alcohol swab pad and i put them in my uv cell phone soap cleaner once in a while i never hesitate to update my reviews should new info seem useful,True
B07K7L4FMV,4.0,,i purchased these after market bands because the large i got with my fitbit 3 was way too big its amazing how much better 1 less in the band fits it comes with three colors the only thing i am not really super happy about is the silver tone buckle i am nervous about nickle content as it is an allergy thing for me the original is black and matches the band you get 3 full bands one black one gray and one light aqua blue its more of a very light gray blue they are a rubbery silicone like material smooth no sharp edges they attached easily so far so good having said that i never hesitate to update my reviews should new info seem useful,True
B07375RHX1,5.0,,if you just purchased the latest gen of android cell phone for me the samsung s10 you will need a new type of charging cords they do charge on the cord free units but if youre away from those you will need these cords there is also a micro usb to usb c adapter will save you a few bucks but eventually youll want new cords these work great so far however i never hesitate to update my reviews should new info seem useful,True
B07DMHHBJ7,5.0,,ok when i purchased my brand new samsung s10 i was blissfully unaware that my micro usb cords would be useless of course i own a million micro usb cords solution these adapters saved i did buy some actual usb c cords just in case but only a few the adapters work perfectly for charging however they do become unattached if you yank on them the micro cord from the adapter there is an interesting little lobster clawhook clasp dangling from the adapter i just attached the hook to the cord that i am using if it becomes unattached it will stay on the cord especially if you coil cords you are using in any case unless you want to reinvest in a bunch of new cords these adapters will save you a bit as they are reasonably priced in my opinion i never hesitate to update my reviews should new info seem usefulupdate 452019 i am back for another pack these are lifesavers and so i want them everywhere super happy with these,True
B07KCVYX8N,4.0,,i like this bracelet it was easy to install the bracelet beads are stung on elastic thread so eventually that may be an issue its a little snug on my average size wrist but will do for a fancier occasion on the other hand you can just remove your fitbit for the evening i like the colors i chose the black and sort of tan they are well represented in the photos provided its a nice match to the fitbit3 all in all i like it except that its a tad snug i never hesitate to update my reviews should new info seem useful,True
B01J9YYSWI,5.0,,i purchased this for my 5 year olds samsung galaxy tablet it fit perfectly he loves the handle and that he can fold it to a stand he was having trouble dropping it no good for devices until he got the handle the case is a bit spongy too which gives it a little cushion all in all we think its a winwin case i never hesitate to update my review should new info seem useful,True
B002QKZLZ6,5.0,,husband kept losing the foam ear tips of his handsfree ear piece the case idea seemed like a good idea to help him keep track of the foam ear tips and so far it has worthwhile try if you have the same issue,True
B071Y3DJR7,5.0,,i purchased this for my soninlaw for christmas he has a huge record collection and i thought they might like a mobile option to their fancy record player he seemed to like it and says it works he is a huge star wars fan so he thought the skin was also cool i never hesitate to update my reviews should new info seem useful,True
B071WJLSNF,5.0,,husband has a hands free ear piece that lost its foam cover these were advertised as fitting and they did perfectly he also purchased separately a little case to keep his earpiece in to hopefully help the tips on longer we shall see,True
B06XQ7MBJ8,5.0,,after spending many times more than what you can buy a three camera blink system for we are thrilled with our blink systems we have two each with 5 cameras so we added on cameras they work seamlessly effortlessly they come with lithium batteries honestly if my husband and i can figure this out anyone can i love that we dont have to buy anything else cloud space or monthly rental fee of any kind as long as you have wifi it works one way sound so no two way talking but we find we dont need that cameras are night vision at night and are perfectly clear the system we paid so much more for doesnt work even 12 as well sigh live and learn just wish we would have had blink first note we have our wifi system on a battery back up to help with power outs but if your wifi goes down so do your cameras just want to be fair and honest so far that has not been an issue they just work flawlessly could not be happier with how they work or how easy they are to set up and install also note we purchased the upgraded mount it is worth the few extra dollars to get the most out of your camera position having said all that i never hesitate to update my reviews should new info seem useful and i really hope my review was helpful to you some way,True
B07GKJH4XQ,5.0,,these work perfectly and look so much nicer than the piece of tape i had over my camera not sure if it is just paranoid to cover my laptop lens when not in use but just in case they are self stick and they stay on once placed then just slide the cover over uncover if you ever use your camera hmm i just dont comes with a selection of white and black after consideration i think i like the white best because it is so easy to see but if youre into not seeing it the black works on the dark frame edge of most laptops or other dark edged devices i never hesitate to update my reviews should new info seem useful and i hope my review was helpful to you in some way,True
B07DNZM9DK,5.0,,if you are investing in the blink cameras as we have with 2 separate systems youll find that these mounts are much better that what comes with them more sturdy with more accessible positions my husband feels they are even easier to install than the clip type that comes with the system we feel these mounts are worth the few extra dollars to get these and have now replaced all our cameras with these mounts love love love the blink system i never hesitate to update my reviews should new info seem useful and i really hope my review was helpful to you in some way,True
B0052ZR6DC,2.0,,i actually was thinking this bag was smaller had planned on using it to carry my various tablets kindles i have 3 separate devices but its a big too large i will have to re think my useage it is a neoprin or like material spongy and it has a very very strong odor if you are sensitive to that i am going to air it in the sunshine for a few days and hopefully that helps it was bagged in a cellophane bag which would keep the odor all trapped in the sun should help i never hesitate to update my reviews should new info seem usefulupdate 9172018 meh that odor is just not clearing up i really didnt think it was going to be a big deal but it is so strong a heavy petroleumrubber odor that sometimes these neoprene material items can have at this point i will probably just donate it,True
B0784DFVML,5.0,,have one corded phone in the house for when the power goes out and where it is is a distance from the plug in so rather pay the 300 for the phone company to come out and install just one outlet i went this way works as it should a connection to a corded phone a million miles ok just about 30 feet from the phone outlet,True
B010V3KWF8,5.0,,works exactly as it should a splitter creates more than one phone plug out of one,True
B01DJ96XDQ,5.0,,these are really short about 1234 as advertised heavy duty work when you have a super short distance to and dont want to 34tie34 up extra cord i use in my car because i have a stand for the phone that is very close to the power point works great there are 5 in the pack all different colors they have worked so far but i never hesitate to update my reviews should new info seem useful,True
B07C7QKLZM,5.0,,i purchased these new cords along with an 8 port usb charging station they are lightening fast charging and they come with leather like material snap cord keepers this keeps your cords nice and tidy with not in use or when you have extra length they are about 3ft long as mentioned i find the cloth covered cords seem to last longer being coiled and uncoiled but that is my personal opinion they are white with black dashes on the cord as pictured the tips are gold colored so far so good however i never hesitate to update my reviews should new info seem useful and i hope this info was useful to you in some way,True
B000J2EN4S,5.0,,i bought this to replace a tangle of cords and 3 old powerstrips works perfectly the outer plug ins work for the items that have the box plugs the center strip for the cords that are normal i have slots available and its some much neater it is just as pictured a dark gray with a dark gray cord approx 6 ft cord i never hesitate to update my reviews should new info seem useful and i hope this info has helped you in some way,True
B073JYC4XM,5.0,,my older kindle fire began saying no sd chip recognized with the micro sd chip i had in it so i was hoping a new one would solve the problem and so far so good the one i replaced was 128gb and was the scandisk ultra brand i own several kindles and this was the first time i have had a chip cause any issues i never hesitate to update my reviews should new info seem useful and i hope this info helped you in some way,True
B01M4NYI4H,5.0,,oh boy i can i just say this is the best fitbit flex 2 accessory so far its really really cool and fits on all your basic rubber like bands i purchased the silver but there is a yellow gold color and and rose gold color too i really really love it i have included some pics it slides right on you position it over the light dots and viole your plain boring band is beautiful the piece is metal it is very smooth no sharp edges there are points at the top and bottom tips but it fits so perfectly on the band that i have not had any issues with snagging or catching its rich looking not cheap its not really heavy but i think it weighs a reasonable amount honestly ive purchased a lot of different 34enhancements34 and accessories for my flex 2 and this one is really my fav in fact i think i will go back and purchase a couple more i never hesitate to update my reviews should new info seem useful and i really hope this review was helpful to youupdate 3102018 i went back and ordered 2 of the 3 piece sets and an extra silver to travel with honestly these appear to be really well made and a really lovey easy to use accessory of course i will update if new new info would be useful,True
B075F2LG99,5.0,,i own the flex 2 fitbit and was thrilled to find this after market bands for some change options these have a slightly shiny 34texture34 print on them at first i thought the colors were a bit off the black looks a little like charcoal etc but it is the 34texture34 in the mold the colors are quite as bright as shown but i am ok with that i just wanted to share in case that matters to you didnt really show in the photos well but they are interesting they included the little attachment the pokey connector with each and every band if you go to the fitbit site they will change you separately for each of those so its nice to not have to pull that connector out every time you want to change the color of your band i did order the 34large34 even though according to the size chart i could have ordered the 34small34 i like to wear it a bit looser they also include a clear 34holding34 piece to hold the strap i dont use those but they are pretty thin i dont think with will last for long if you change your bands a lot but i am only guessing on that i really like being able to have choices so this fits the bill nicely i never hesitate to update my reviews should new info seem useful,True
B008X0TBKO,5.0,,works well fairly comfortable charges reasonably quickly syncs easily i am not a huge fan of headsets however this one is pretty easy i keep in a charger most of the time i will update my review should new info seem useful,True
B00LK4ZT7O,5.0,,needed a single plug in extension for one of those 34auto rollup34 cord keepers that has a triple plug in in a fan shape didnt fit what i need to plug in so i got this extension and it works perfectly i never hesitate to update my reviews should new info seem useful,True
B018YPWORE,1.0,,bought a blue ray player that was not wifid i didnt even know that was possible was told i needed one of these 34universal wireless34 plugins i worked and worked on it followed all the directions looked up advice on youtube and never got it to work note to self dont buy things that arent wifi trying 34upgrade34 them later rarely works at least in my experience these devices are rarely 34universal34 anyway sad but expensive garbage can decor eh,True
B00VW7U8X4,5.0,,takes you to a nice quiet private place when youre crowded in your seat on a plane or waiting room or anywhere you need a little peace of course bose wrote the book on the noise cancelling tech comes with a nice case very happy so happy purchased a set for my husband so hed quit taking mine,True
B01NAWBY12,5.0,,bought this to blast xmas music on our golf cart for the annual golf cart parade and it worked perfectly super great speakers great volume and clear sound honestly was surprised because its battery driven compact im gonna eyeball about 9 or 10 inches across about 6 or 7 inches tall we played cds but it also plays cassettes if you still have some of those only thing i wish is that it had a remote control it would be a 10 star then,True
B07586BG8S,5.0,,i have been watching for a really great dot holder this is pretty good its dark and bigger than i thought it stands about 634 or so tall just eyeballing it and hes pretty chubby probably 5 or 634 across so take that into consideration as to where youll put him i did have dot in a bowl so this an improvement dot sits all the way down into the owl you can see her if you are looking down obviously but when i am sitting in the living room where this dot is the owl is above the area you can see into it there is a slot in topback for you to stick the charger into all in all mr hooty who is pretty cool,True
B015TJD0Y4,5.0,,so i own both the tower and now several dots of course the dots are more reasonably priced however the speaker ability is really where its vastly different obviously the tower is much better in the speaker department however i did find that there is a cordless speaker you can buy to go with your 2nd gen dot that is an improvement and still at lower price point than the tower when combined with the cost of the dot mokcao cordless speaker amazon sells it too because the dots are so reasonably priced we have them in all 3 major rooms and use the cordless speaker to drop one dot in and take it outside to our sunroom when we like over all i am pleased with both my tower and dots but probably will stick to dot purchases in the future because of the price point i would say if youve been on the fence the dot is well worth a try its very easy to set up you will need to download the app also easy to follow step by step setups once youre hooked up you will be amazed at how often you use alexa at our house she helps me keep track of where i am supposed to be every day timers night time meditation the occasional argument and even plays games with us as well as much needed comedic relief it may not be 34necessary34 to have alexa but i am always surprised at how often we use her assistance its nice and worth it to us i never hesitate to update my reviews should new info seem useful,True
B00XM9QACS,5.0,,husband travels a great deal and got these to heal organize his diabetic meds and other things including a selection of charging cords that he needs to put his hands on right away when he arrives somewhere he reports that the work perfectly you do get a selection of three different sizes they are just as pictured i will update my review if new info would be useful,True
B005IXSXPI,5.0,,we have a semi tiny house and this table is actually better than you would think it folds flat with all the accessories including legs completely flat and compact everything has a place under the table securely held until you set it up again you dont have to put the cup holder or phone holder on if you dont want to the top is black and the legs are a silver tone metal just a pictured the table portion slides to expand or stays small and useful the cup hold is rather small and the phone holder has a foam insert to hold most phones expect the extra wide ones i will say that the phone holder is a bit shallow but it holds my samsung g7 the legs are adjustable to a wide range heights honestly for the price its a really awesome deal not super solid as you can imagine you wont be able to stand on them but for a laptop or to pay the bills read a book with free hands play on your tablet its plenty good especially if you have limited space we bought two and in my personal opinion they are worth the price or a bit more they arrived quickly we have prime and in great condition along with other items i ordered i feel comfortable recommending them and i always update my reviews should new info seem useful,True
B0746LYM4T,5.0,,these are great dont tangle and a length for every use and convenience i travel a lot so i end up needed a variety of lengths depending on what im doing at the moment these are great and travel with me in my 34 cord organizer34 pouch if you travel or just like to be tidy i highly recommend the organizer pouches the fabric wrapped cords generally seem to last longer and stand up to coiling and uncoiling in my personal opinion i would definitely buy these again if i needed them,True
B01EA8CGWW,5.0,,got this to 34house34 a small roller type stick and flat iron a couple of rat tail combs and a small can of hairspray for my moms short hair it fits nicely under her sink and is easy to grab it fits the standard length instruments perfectly its lined with a soft fuzzy material an elastic band on side keeps your tools in place and the other side has a handy mesh flap perfect for combs etc i great zipper keeps everything where it needs to be and then a super handy handle i am very very happy with this purchase as it fit my needs so well i will of course update my review should new info seem useful,True
B06XGCK56D,1.0,,actually threw all of these away they shocked me when i plugged the usb into it super no good would rate zero if i could,True
